Original,WithoutStopwords,Lemmatized,Stemmed
stephanie,strong,warm,
stephensstory,stronger,warmer,
steppan,strongest,warming,
stepping,strongestkidever,warn,
steps,struck,warned,
sterilization,structure,warning,
steroid,struggle,warns,
steroids,struggles,warp,
steve,struggling,warrior,
stevia,strugglingâ,wartime,
stgrade,strâ,warâs,
stick,stuck,wash,
sticking,student,washing,
stiff,studentdesigned,washington,
stigma,students,washingtonlandslide,
stigmatized,studied,wasnt,
stilettoloving,studies,waste,
still,study,wastewater,
stillbirths,studying,wasting,
stillborn,stuffed,watch,
stimulant,stuffing,watchdog,
stimulation,stuffy,watched,
sting,stunt,watching,
stink,stunting,water,
stirrups,stupid,watermelon,
stirs,stutter,watery,
stitched,style,watson,
stockpile,su,wave,
stockpiles,subcmte,waver,
stole,subconcussive,way,
stolen,submissions,wayward,
stomach,submit,wdd,
stone,subscribe,weak,
stoneage,subsidies,weakening,
stones,subsidize,weakens,
stool,substance,weakness,
stop,suburb,weapon,
stopped,suburban,wear,
stopping,subway,wearing,
stops,succeeds,wearred,
store,success,wearredday,
stores,successful,weather,
stories,successfully,weathering,
storify,suck,web,
story,sucks,webby,
stpatricksday,suction,website,
stpattysday,sudan,wed,
straight,sudden,wedding,
straighten,suddenly,weed,
straightforward,sue,weedcnn,
strain,sued,weedtha,
strained,sues,weeek,
strands,suffer,week,
strange,suffered,weekend,
strangers,sufferers,weekly,
strangescience,suffering,weeklyweighin,
strangest,suffers,weeklyworkout,
strap,suffocating,weider,
strategies,suffocation,weigh,
strategy,sugar,weighed,
straw,sugarday,weighing,
strawberries,sugarless,weighins,
strawberryraspberry,sugarseeking,weighs,
streaming,sugary,weight,
streep,suggest,weightloss,
street,suggestions,weightoss,
strength,suggests,weightâ,
strengthen,suicidal,weiner,
strengthens,suicide,weir,
strep,suicideprevention,weird,
stress,suicides,weirder,
stressed,suing,welcome,
stressedoutcities,suit,well,
stressfree,suitcaseâ,wellington,
stressful,sum,wellness,
stressing,summarizing,wellâ,
stretches,summer,wendy,
stretching,summit,went,
stricken,sumo,werewolf,
strict,sun,werk,
stricter,sunburns,wessels,
strident,sunday,west,
strike,sundays,western,
strikes,sunflowers,westwing,
stroke,sunglasses,westwings,
strokeawarenessmonth,sunlamps,weve,
strokechat,sunlight,wezel,
strokes,suns,weâre,
strokâ,sunscreen,weâve,
strong,sunscreens,whale,
stronger,super,whatadifferenceay,
strongest,superaged,whats,
strongestkidever,superbowl,whatâs,
struck,superbug,wheat,
structure,superbugrelated,wheel,
struggle,superbugs,wheelchair,
struggles,supercharge,whereabouts,
struggling,supercomputer,wheres,
strugglingâ,supercomputersâ,wherever,
strâ,superfood,whether,
stuck,superfoods,white,
student,superfruits,whitney,
studentdesigned,superglue,whiz,
students,superhealthy,who,
studied,superhero,whoa,
studies,superheroes,whoever,
study,superheroesforthewin,whole,
studying,supernanny,wholediet,
stuffed,superrepellent,wholly,
stuffing,supersize,whooping,
stuffy,supersized,whopping,
stunt,superskinny,whose,
stunting,superstar,whyileft,
stupid,supervirus,whyistayed,
stutter,supervision,wide,
style,supplement,widely,
su,supplements,widening,
subcmte,supply,wider,
subconcussive,support,widow,
submissions,supporters,wife,
submit,supporting,wil,
subscribe,supportive,wild,
subsidies,supportâ,wilde,
subsidize,supposed,wildest,
substance,supreme,wildly,
suburb,sure,william,
suburban,surf,williams,
subway,surfing,willing,
succeeds,surge,willpower,
success,surgeon,win,
successful,surgeons,wind,
successfully,surgeries,winding,
such,surgery,windless,
suck,surges,window,
sucks,surgical,windpipe,
suction,surgically,windy,
sudan,surprise,wine,
sudden,surprised,wing,
suddenly,surprises,winner,
sue,surprising,winning,
sued,surprisingly,winter,
sues,surrenders,winâ,
suffer,surrenderyoursay,wipe,
suffered,surrogacy,wipeoutalz,
sufferers,surrogate,wisdom,
suffering,surrounding,wish,
suffers,surrounds,wishing,
suffocating,surveillance,wit,
suffocation,survey,withdraw,
sugar,surveys,withdrawal,
sugarday,survivable,within,
sugarless,survival,without,
sugarseeking,survive,witness,
sugary,survived,wknd,
suggest,survives,wkndread,
suggestions,surviving,wks,
suggests,survivor,wmentalillness,
suicidal,survivors,wmentally,
suicide,survivorâs,wmhd,
suicideprevention,suspect,wo,
suicides,suspected,woe,
suing,suspects,wolf,
suit,suspended,woman,
suitcaseâ,suspends,womanâs,
sum,suspension,womb,
summarizing,suspicion,womens,
summer,swaddling,womenshealth,
summit,swallow,wonder,
sumo,swallowed,wonderful,
sun,swallowing,wondering,
sunburns,swap,wont,
sunday,swaps,wonât,
sundays,swears,woot,
sunflowers,sweat,word,
sunglasses,sweating,work,
sunlamps,sweats,worked,
sunlight,sweatshirt,worker,
suns,swedish,working,
sunscreen,sweeping,workout,
sunscreens,sweet,workplace,
super,sweetener,worksites,
superaged,sweeteners,world,
superbowl,sweetheart,worldaidsday,
superbug,sweethearts,worldblooddonorday,
superbugrelated,sweetie,worldcancerday,
superbugs,sweets,worldcup,
supercharge,swells,worldpolioday,
supercomputer,swift,worldstrokeday,
supercomputersâ,swim,worldvasectomyday,
superfood,swimmer,worldvitiligoday,
superfoods,swimmers,worldviâ,
superfruits,swimming,worldwide,
superglue,swine,worldâs,
superhealthy,swings,worm,
superhero,swiss,worried,
superheroes,switched,worrier,
superheroesforthewin,switching,worrisome,
supernanny,switzerland,worry,
superrepellent,swoop,worse,
supersize,sxsw,worsening,
supersized,symptom,worsens,
superskinny,symptomfree,worst,
superstar,symptoms,worsthit,
supervirus,sync,worth,
supervision,syndrome,worthless,
supplement,synthetic,worthwhile,
supplements,syphilis,would,
supply,syracuse,wouldnt,
support,syria,wound,
supporters,syrian,wounded,
supporting,syrup,wow,
supportive,system,wprevention,
supportâ,systems,wrap,
supposed,sâ,wrapped,
supreme,tab,wrapper,
sure,table,wreaks,
surf,tables,wreck,
surfing,tablet,wrecked,
surge,tablets,wrestle,
surgeon,tackle,wrestler,
surgeons,tackles,wrigley,
surgeries,tackling,wrinkle,
surgery,tag,write,
surges,tagged,writebol,
surgical,tailgating,writer,
surgically,tailless,writes,
surprise,tailormade,writing,
surprised,tainted,wrong,
surprises,taiwan,wâ,
surprising,take,x,
surprisingly,takeaway,xanax,
surrenders,taken,xanxrelated,
surrenderyoursay,takes,xl,
surrogacy,taking,xo,
surrogate,tale,xray,
surrounding,talents,xrays,
surrounds,tales,xtreme,
surveillance,talk,xtremedream,
survey,talked,xylitols,
surveys,talking,yale,
survivable,talks,yawn,
survival,tall,yawning,
survive,tamiflu,year,
survived,tampa,yearlong,
survives,tank,yearly,
surviving,tanning,yearold,
survivor,tap,yearolds,
survivors,tape,yearonmars,
survivorâs,tapeworm,yellow,
suspect,taps,yellowfever,
suspected,target,yellowtinted,
suspects,targeting,yep,
suspended,targets,yes,
suspends,task,yesterday,
suspension,tasks,yet,
suspicion,taste,ygbkm,
swaddling,tastebuds,yield,
swallow,tastiest,yikes,
swallowed,tasting,ymca,
swallowing,tasty,yo,
swap,tattoo,yoga,
swaps,tattoos,yogi,
swears,tau,yogurt,
sweat,taught,york,
sweating,tax,yorkers,
sweats,taylor,yosemite,
sweatshirt,tb,youd,
swedish,tbi,youll,
sweeping,tbsp,young,
sweet,tea,younger,
sweetener,teach,youre,
sweeteners,teacher,youth,
sweetheart,teachers,youthpromoting,
sweethearts,teachersadministrators,youtube,
sweetie,teaches,youve,
sweets,teacheâ,youâ,
swells,teaching,youâll,
swift,tealpumpkinproject,youâre,
swim,team,yr,
swimmer,teaming,yrold,
swimmers,teammates,yuck,
swimming,teams,yum,
swine,tear,yummy,
swings,teaser,ywca,
swiss,teasers,ywm,
switched,teat,zach,
switching,tech,zappas,
switzerland,technical,zapping,
swoop,technologies,zayid,
sxsw,technology,zealand,
symptom,tedmed,zen,
symptomfree,teen,zero,
symptoms,teena,zimmerman,
sync,teenager,zinnia,
syndrome,teenagers,zip,
synthetic,teens,ziplock,
syphilis,teensi,zitcausing,
syracuse,teeth,zmapp,
syria,tekmira,zombie,
syrian,tekmiras,zone,
syrup,telephone,zoo,
system,tell,zumba,
systems,telling,zumbaworks,
sâ,tells,zzzzz,
tab,temp,â,
table,temperature,âa,
tables,temporary,âallergic,
tablet,temps,âansweredâ,
tablets,temptation,âawesome,
tackle,ten,âcelebrity,
tackles,tend,âcuredâ,
tackling,tenhut,âcâ,
tag,tennessee,âdeserveâ,
tagged,tennis,âdiet,
tailgating,tens,âeveryoneâs,
tailless,tension,âfrom,
tailormade,term,âits,
tainted,terminal,âjeopardyâ,
taiwan,terms,âlife,
take,terri,âlittle,
takeaway,terrible,ânormalâ,
taken,terrific,âparents,
takes,terrified,âput,
taking,terrifying,ârefuses,
tale,terror,âsg,
talents,terrorists,âskinny,
tales,terrors,âsolar,
talk,test,âsuper,
talked,tested,âsuperbugsâ,
talking,testicles,âthe,
talks,testicular,âtâ,
tall,testing,âvaccines,
tamiflu,testosterone,âï,
tampa,tests,ð,
tank,testtube,ðð,
tanning,tetanus,,
tap,tethered,,
tape,texas,,
tapeworm,text,,
taps,textbook,,
target,texthappy,,
targeting,texting,,
targets,tgif,,
task,tgisaturday,,
tasks,th,,
taste,thailands,,
tastebuds,thalidomide,,
tastiest,thank,,
tasting,thankfully,,
tasty,thanks,,
tattoo,thanksgiving,,
tattoos,thatcher,,
tau,thatll,,
taught,thats,,
tax,thatz,,
taylor,thedress,,
tb,theme,,
tbi,themed,,
tbsp,theraflu,,
tea,therapeutic,,
teach,therapeutics,,
teacher,therapies,,
teachers,therapists,,
teachersadministrators,therapy,,
teaches,theres,,
teacheâ,theresa,,
teaching,thereâs,,
tealpumpkinproject,thewonderlist,,
team,theyd,,
teaming,theyll,,
teammates,theyre,,
teams,theyve,,
tear,theyâve,,
teaser,theâ,,
teasers,thief,,
teat,thin,,
tech,thing,,
technical,thingcaregivers,,
technologies,thingrarediseaseday,,
technology,things,,
tedmed,think,,
teen,thinking,,
teena,thinks,,
teenager,third,,
teenagers,thirst,,
teens,thirsty,,
teensi,thisiscnn,,
teeth,thomas,,
tekmira,thorough,,
tekmiras,thoughs,,
telephone,thought,,
tell,thoughts,,
telling,thousands,,
tells,thread,,
temp,threat,,
temperature,threaten,,
temporary,threatens,,
temps,three,,
temptation,threeparent,,
ten,thriving,,
tend,throat,,
tenhut,thrombosis,,
tennessee,throughglass,,
tennis,throughout,,
tens,throw,,
tension,throwing,,
term,throws,,
terminal,thru,,
terms,thumbs,,
terri,thumbsupforlane,,
terrible,thunder,,
terrific,thursday,,
terrified,thwarting,,
terrifying,thx,,
terror,thyroid,,
terrorists,thâ,,
terrors,ticket,,
test,ticking,,
tested,tictoc,,
testicles,tied,,
testicular,ties,,
testing,tighten,,
testosterone,tightening,,
tests,tighter,,
testtube,tim,,
tetanus,time,,
tethered,timeline,,
texas,timer,,
text,times,,
textbook,timetotalk,,
texthappy,tims,,
texting,tiny,,
tgif,tip,,
tgisaturday,tipping,,
th,tips,,
thailands,tire,,
thalidomide,tired,,
than,tis,,
thank,tissue,,
thankfully,titanium,,
thanks,title,,
thanksgiving,tiâ,,
that,tkmebola,,
thatcher,tmw,,
thatll,tnt,,
thats,toast,,
thatz,tobacco,,
the,tobaccofree,,
thedress,today,,
their,todays,,
them,toddler,,
theme,toddlers,,
themed,todds,,
themselves,toddy,,
then,toes,,
theraflu,together,,
therapeutic,toilet,,
therapeutics,toilets,,
therapies,told,,
therapists,toll,,
therapy,tom,,
there,tomatoes,,
theres,tomorrow,,
theresa,ton,,
thereâs,tone,,
these,tongue,,
thewonderlist,tonight,,
they,toniâ,,
theyd,tonsil,,
theyll,tonsillectomy,,
theyre,tony,,
theyve,tonygwynn,,
theyâve,tonâ,,
theâ,took,,
thief,tool,,
thin,tools,,
thing,tooth,,
thingcaregivers,toothpastemouth,,
thingrarediseaseday,top,,
things,topic,,
think,topped,,
thinking,toppling,,
thinks,tops,,
third,tormented,,
thirst,tornado,,
thirsty,torrie,,
this,toss,,
thisiscnn,total,,
thomas,totaling,,
thorough,totally,,
those,touch,,
thoughs,touched,,
thought,touches,,
thoughts,touching,,
thousands,tough,,
thread,tougher,,
threat,toughest,,
threaten,tour,,
threatens,tourette,,
three,tourettes,,
threeparent,touring,,
thriving,tourism,,
throat,tourist,,
thrombosis,tourists,,
through,tournament,,
throughglass,touts,,
throughout,toward,,
throw,towards,,
throwing,towel,,
throws,towels,,
thru,town,,
thumbs,toxic,,
thumbsupforlane,toxins,,
thunder,toy,,
thursday,toys,,
thwarting,traced,,
thx,trachea,,
thyroid,tracing,,
thâ,track,,
ticket,trackers,,
ticking,tracking,,
tictoc,tracks,,
tied,trader,,
ties,traditional,,
tighten,traditions,,
tightening,traffic,,
tighter,trafficking,,
tim,tragedies,,
time,tragedy,,
timeline,tragic,,
timer,train,,
times,trained,,
timetotalk,trainer,,
tims,training,,
tiny,trains,,
tip,trait,,
tipping,traits,,
tips,trampoline,,
tire,trampolines,,
tired,tranfer,,
tis,trans,,
tissue,transferred,,
titanium,transform,,
title,transformation,,
tiâ,transfusion,,
tkmebola,transfusions,,
tmw,transgender,,
tnt,transit,,
to,transition,,
toast,translation,,
tobacco,transmission,,
tobaccofree,transmitted,,
today,transparency,,
todays,transplant,,
toddler,transplanted,,
toddlers,transplants,,
todds,transportationit,,
toddy,transsexualism,,
toes,trap,,
together,trapped,,
toilet,traps,,
toilets,trauma,,
told,traumatic,,
toll,traumatized,,
tom,travel,,
tomatoes,traveled,,
tomorrow,travelers,,
ton,traveling,,
tone,travels,,
tongue,tray,,
tonight,treadmill,,
toniâ,treadmilldesk,,
tonsil,treadmills,,
tonsillectomy,treasure,,
tony,treat,,
tonygwynn,treated,,
tonâ,treating,,
too,treatment,,
took,treatmentgt,,
tool,treatments,,
tools,treatmentsvaccines,,
tooth,treats,,
toothpastemouth,trend,,
top,trending,,
topic,trends,,
topped,tri,,
toppling,trial,,
tops,trials,,
tormented,triaminic,,
tornado,triathlete,,
torrie,triathletes,,
toss,triathletetobe,,
total,triathlon,,
totaling,tribute,,
totally,triceps,,
touch,trick,,
touched,tricks,,
touches,tricky,,
touching,triclosan,,
tough,tried,,
tougher,tries,,
toughest,trigeminal,,
tour,trigger,,
tourette,triggered,,
tourettes,trillion,,
touring,trim,,
tourism,trip,,
tourist,triple,,
tourists,tripleamputee,,
tournament,tripled,,
touts,triplets,,
toward,trips,,
towards,triumph,,
towel,trivia,,
towels,triwit,,
town,triwithme,,
toxic,trolls,,
toxins,tropical,,
toy,trots,,
toys,trouble,,
traced,troubled,,
trachea,troubling,,
tracing,truck,,
track,trucks,,
trackers,true,,
tracking,truly,,
tracks,trumpeters,,
trader,trumps,,
traditional,trust,,
traditions,trusted,,
traffic,trustworthy,,
trafficking,truth,,
tragedies,try,,
tragedy,trying,,
tragic,tshirt,,
train,tshirttales,,
trained,tsn,,
trainer,tsp,,
training,tube,,
trains,tuberculosis,,
trait,tubing,,
traits,tuck,,
trampoline,tucks,,
trampolines,tue,,
tranfer,tues,,
trans,tuesday,,
transferred,tulane,,
transform,tulsa,,
transformation,tummy,,
transfusion,tumor,,
transfusions,tumorfighting,,
transgender,tumors,,
transit,tuna,,
transition,tune,,
translation,tunein,,
transmission,turkey,,
transmitted,turmeric,,
transparency,turn,,
transplant,turned,,
transplanted,turning,,
transplants,turnip,,
transportationit,turns,,
transsexualism,tut,,
trap,tutor,,
trapped,tv,,
traps,tvs,,
trauma,twbirthday,,
traumatic,tweaking,,
traumatized,tweet,,
travel,tweeting,,
traveled,tweets,,
travelers,twenty,,
traveling,twice,,
travels,twin,,
tray,twins,,
treadmill,twitter,,
treadmilldesk,two,,
treadmills,twoadays,,
treasure,twos,,
treat,twothirds,,
treated,twotime,,
treating,tx,,
treatment,ty,,
treatmentgt,tylenol,,
treatments,type,,
treatmentsvaccines,types,,
treats,typhoon,,
trend,typhoonhaiyan,,
trending,typical,,
trends,typically,,
tri,tyson,,
trial,tâ,,
trials,u,,
triaminic,uae,,
triathlete,uaes,,
triathletes,uber,,
triathletetobe,uberinspired,,
triathlon,ucla,,
tribute,uclaorlive,,
triceps,ugh,,
trick,ugly,,
tricks,uh,,
tricky,uhoh,,
triclosan,uk,,
tried,ultimate,,
tries,ultrafit,,
trigeminal,ultramarathon,,
trigger,ultrasound,,
triggered,ultrasounds,,
trillion,um,,
trim,un,,
trip,unable,,
triple,unacceptably,,
tripleamputee,unamerican,,
tripled,unbalanced,,
triplets,unborn,,
trips,unchecked,,
triumph,unclear,,
trivia,unclogging,,
triwit,uncomfortable,,
triwithme,uncommon,,
trolls,unconscious,,
tropical,uncontrollable,,
trots,uncountedcnn,,
trouble,underage,,
troubled,underestimated,,
troubling,undergo,,
truck,undergoes,,
trucks,underimmunized,,
true,underreported,,
truly,understand,,
trumpeters,understanding,,
trumps,underused,,
trust,underway,,
trusted,underweight,,
trustworthy,underwent,,
truth,undiagnosed,,
try,undie,,
trying,undoubtedly,,
tshirt,unemployed,,
tshirttales,unevenly,,
tsn,unexpected,,
tsp,unfamiliar,,
tube,unhealthy,,
tuberculosis,unhygienic,,
tubing,unicef,,
tuck,uninsured,,
tucks,unique,,
tue,unit,,
tues,united,,
tuesday,unitedhatzalah,,
tulane,unitedhealth,,
tulsa,units,,
tummy,univ,,
tumor,universal,,
tumorfighting,university,,
tumors,unless,,
tuna,unlicensed,,
tune,unlikely,,
tunein,unlock,,
turkey,unmarried,,
turmeric,unplanned,,
turn,unpopular,,
turned,unresolved,,
turning,unsafe,,
turnip,unseen,,
turns,unstructured,,
tut,unsuccessful,,
tutor,unsung,,
tv,unsuspecting,,
tvs,untapped,,
twbirthday,untested,,
tweaking,untreatable,,
tweet,unused,,
tweeting,unusual,,
tweets,unvaccinated,,
twenty,unveils,,
twice,upcoming,,
twin,update,,
twins,updates,,
twitter,uphill,,
two,upholds,,
twoadays,upper,,
twos,ups,,
twothirds,uptake,,
twotime,uptick,,
tx,upton,,
ty,upwaves,,
tylenol,ur,,
type,urban,,
types,ure,,
typhoon,urethra,,
typhoonhaiyan,urge,,
typical,urged,,
typically,urges,,
tyson,urine,,
tâ,us,,
u,usa,,
uae,usda,,
uaes,use,,
uber,used,,
uberinspired,users,,
ucla,uses,,
uclaorlive,using,,
ugh,usual,,
ugly,usually,,
uh,utah,,
uhoh,uterine,,
uk,utilize,,
ultimate,uv,,
ultrafit,v,,
ultramarathon,va,,
ultrasound,vacation,,
